Município;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
353890 PIRAJUI;2872;2947;3024;3097;3162;3236;3305;3378;3456;3536;3630;3731;3840;3945;4024;4108;4208;4307;4410
353900 PIRANGI;1550;1591;1630;1673;1718;1767;1813;1864;1906;1955;2006;2052;2098;2145;2174;2205;2261;2310;2373
353910 PIRAPORA DO BOM JESUS;998;1047;1101;1152;1210;1264;1320;1384;1447;1513;1582;1653;1735;1816;1891;1967;2054;2149;2238
353920 PIRAPOZINHO;2887;2976;3074;3165;3258;3352;3449;3558;3669;3788;3914;4049;4197;4336;4452;4580;4740;4910;5094
353930 PIRASSUNUNGA;9201;9498;9796;10109;10418;10734;11062;11405;11759;12131;12525;12939;13366;13779;14128;14468;14881;15302;15746
353940 PIRATININGA;1577;1634;1697;1761;1824;1880;1949;2022;2103;2184;2269;2365;2462;2556;2637;2712;2799;2888;2960
353950 PITANGUEIRAS;3232;3322;3412;3505;3596;3689;3790;3888;3996;4105;4224;4353;4491;4621;4731;4861;5028;5215;5427
353960 PLANALTO;439;450;463;472;485;509;531;551;581;604;635;661;693;723;746;775;802;832;867
353970 PLATINA;383;389;401;413;430;439;452;465;478;492;507;521;534;548;555;571;579;600;616
353980 POA;8145;8521;8921;9356;9826;10329;10845;11374;11929;12500;13090;13683;14276;14842;15345;15852;16422;17006;17689
353990 POLONI;938;950;962;975;989;1001;1026;1046;1068;1092;1120;1144;1171;1199;1222;1238;1259;1284;1296
354000 POMPEIA;2462;2544;2624;2712;2797;2890;2987;3085;3189;3297;3401;3514;3622;3728;3821;3906;4013;4133;4253
354010 PONGAI;589;601;612;625;636;648;664;683;698;714;730;753;776;799;813;822;834;853;866
354020 PONTAL;2596;2676;2771;2871;2981;3100;3232;3362;3496;3639;3790;3954;4120;4285;4439;4606;4809;5020;5266
354025 PONTALINDA;452;468;487;509;527;537;554;572;586;603;618;634;655;673;687;705;719;738;771
354030 PONTES GESTAL;395;404;410;421;429;436;444;457;468;483;491;499;511;523;533;541;546;561;577
354040 POPULINA;716;727;745;756;772;788;799;815;835;854;871;890;918;937;953;968;990;1009;1028
354050 PORANGABA;1152;1216;1286;1352;1421;1491;1576;1668;1765;1863;1975;2093;2215;2335;2450;2561;2678;2797;2896
354060 PORTO FELIZ;5199;5358;5524;5708;5923;6161;6419;6697;6986;7288;7599;7939;8294;8645;8960;9273;9642;10040;10403
354070 PORTO FERREIRA;6041;6228;6414;6603;6794;6986;7203;7430;7666;7913;8176;8452;8737;9015;9249;9492;9783;10086;10438
354075 POTIM;1171;1240;1309;1381;1445;1508;1567;1628;1688;1760;1836;1916;1997;2078;2150;2227;2325;2433;2541
354080 POTIRENDABA;2231;2274;2319;2370;2433;2499;2574;2658;2740;2825;2918;3019;3117;3215;3298;3386;3491;3598;3693
354085 PRACINHA;219;227;233;241;246;254;265;270;276;280;282;285;287;289;284;291;288;302;311
354090 PRADOPOLIS;1412;1488;1567;1649;1725;1807;1886;1966;2055;2142;2237;2334;2434;2530;2615;2698;2795;2890;3001
354100 PRAIA GRANDE;26867;28472;30191;31969;33805;35688;37669;39729;41904;44183;46602;49133;51777;54388;56794;59245;61976;64945;67093
354105 PRATANIA;395;404;417;431;448;463;477;494;507;524;541;563;586;601;617;642;658;686;714
354110 PRESIDENTE ALVES;565;577;582;596;612;633;654;667;696;714;735;757;776;806;821;838;853;866;894
354120 PRESIDENTE BERNARDES;2246;2291;2344;2390;2429;2472;2515;2567;2617;2671;2728;2799;2874;2942;3001;3062;3135;3216;3291
354130 PRESIDENTE EPITACIO;4681;4812;4962;5122;5289;5465;5655;5857;6060;6272;6494;6724;6965;7198;7400;7605;7853;8117;8442
354140 PRESIDENTE PRUDENTE;25546;26450;27409;28389;29397;30455;31592;32778;34009;35283;36598;37966;39358;40696;41850;43005;44382;45832;47293
354150 PRESIDENTE VENCESLAU;5274;5435;5598;5762;5928;6091;6253;6422;6591;6770;6956;7156;7348;7537;7690;7845;8058;8277;8564
354160 PROMISSAO;4255;4385;4519;4650;4781;4910;5042;5176;5322;5470;5629;5799;5975;6146;6292;6438;6628;6824;7045
354165 QUADRA;382;392;417;437;452;472;487;505;519;538;557;582;598;617;632;655;669;695;710
354170 QUATA;1435;1454;1485;1516;1558;1603;1656;1706;1764;1822;1880;1940;2000;2062;2114;2173;2238;2327;2407
354180 QUEIROZ;287;300;306;310;317;324;336;344;350;359;373;381;397;411;425;441;451;472;495
354190 QUELUZ;1050;1089;1133;1177;1220;1258;1291;1319;1345;1378;1406;1432;1460;1485;1502;1526;1563;1598;1653
354200 QUINTANA;791;809;838;862;880;904;930;955;978;1006;1037;1071;1103;1137;1166;1190;1222;1253;1295
354210 RAFARD;1019;1040;1064;1083;1109;1132;1159;1191;1223;1255;1288;1323;1371;1412;1445;1485;1534;1583;1641
354220 RANCHARIA;3811;3892;3983;4067;4161;4255;4357;4466;4577;4690;4814;4954;5105;5246;5371;5501;5677;5855;6089
354230 REDENCAO DA SERRA;561;568;572;584;603;628;658;694;727;766;810;861;908;964;1010;1058;1095;1135;1180
354240 REGENTE FEIJO;2290;2358;2434;2506;2587;2667;2767;2863;2963;3070;3182;3297;3425;3541;3651;3755;3890;4025;4171
354250 REGINOPOLIS;788;811;830;852;873;896;923;948;975;1004;1035;1066;1095;1124;1145;1167;1189;1214;1243
354260 REGISTRO;5908;6092;6297;6510;6727;6965;7228;7492;7763;8050;8346;8653;8962;9265;9527;9793;10115;10478;10830
354270 RESTINGA;535;551;573;596;624;646;673;698;723;756;787;817;849;879;907;933;972;1021;1071
354280 RIBEIRA;506;512;522;533;541;550;556;568;572;583;589;602;610;616;619;625;634;646;662
354290 RIBEIRAO BONITO;1412;1437;1465;1503;1530;1569;1609;1651;1694;1736;1781;1828;1872;1916;1950;1983;2035;2095;2157
354300 RIBEIRAO BRANCO;1587;1628;1673;1723;1777;1828;1879;1929;1977;2029;2085;2141;2201;2268;2314;2373;2455;2544;2640
354310 RIBEIRAO CORRENTE;416;426;438;453;470;486;505;523;546;572;595;613;638;663;682;703;723;761;775
354320 RIBEIRAO DO SUL;634;653;677;700;718;742;765;791;817;847;875;903;942;970;995;1017;1050;1081;1108
354323 RIBEIRAO DOS INDIOS;384;389;397;405;408;414;421;434;441;457;463;469;480;491;494;504;507;525;533
354325 RIBEIRAO GRANDE;837;875;906;942;967;992;1020;1045;1075;1109;1141;1176;1210;1248;1277;1305;1351;1393;1449
354330 RIBEIRAO PIRES;10748;11302;11893;12504;13137;13790;14453;15140;15854;16578;17310;18032;18753;19436;20044;20656;21370;22124;22957
354340 RIBEIRAO PRETO;67784;70511;73371;76274;79206;82224;85412;88762;92231;95820;99531;103336;107204;110894;114062;117179;120813;124610;127884
354350 RIVERSUL;962;967;982;993;1004;1013;1017;1022;1029;1029;1034;1049;1068;1077;1086;1101;1121;1146;1167
354360 RIFAINA;460;476;492;505;523;544;561;580;599;623;645;671;700;724;751;770;792;816;845
354370 RINCAO;1153;1186;1222;1260;1291;1329;1359;1392;1423;1452;1489;1526;1562;1600;1629;1667;1716;1772;1854
354380 RINOPOLIS;1721;1730;1743;1755;1778;1811;1841;1877;1913;1954;1986;2030;2071;2103;2121;2138;2174;2198;2252
354390 RIO CLARO;23183;23814;24460;25137;25857;26620;27432;28293;29179;30095;31069;32104;33190;34226;35102;35971;37005;38100;39366
354400 RIO DAS PEDRAS;2463;2570;2678;2793;2903;3017;3128;3248;3371;3497;3632;3779;3931;4083;4212;4359;4530;4712;4902
354410 RIO GRANDE DA SERRA;2941;3106;3282;3461;3645;3834;4030;4231;4437;4650;4873;5097;5319;5545;5748;5955;6201;6461;6751
354420 RIOLANDIA;1041;1076;1107;1140;1166;1191;1211;1230;1250;1266;1292;1313;1339;1362;1379;1396;1427;1463;1503
354425 ROSANA;1868;1971;2074;2185;2284;2381;2482;2586;2685;2797;2906;3017;3133;3239;3336;3437;3556;3682;3834
354430 ROSEIRA;813;847;883;926;969;1013;1068;1126;1185;1241;1301;1363;1428;1493;1550;1608;1678;1755;1826
354440 RUBIACEA;303;307;319;323;328;334;342;346;351;361;370;379;387;402;409;423;427;456;478
354450 RUBINEIA;493;510;527;547;571;600;634;673;713;759;805;859;917;969;1015;1064;1103;1144;1182
354460 SABINO;806;831;849;877;906;927;956;986;1023;1055;1089;1127;1170;1211;1244;1274;1299;1324;1355
354470 SAGRES;343;355;366;374;387;397;404;417;426;438;450;465;484;500;511;519;527;551;555
354480 SALES;725;769;807;843;887;917;959;999;1039;1089;1140;1199;1267;1332;1384;1439;1499;1562;1617
354490 SALES OLIVEIRA;1263;1316;1370;1429;1479;1531;1582;1634;1687;1745;1805;1871;1934;1995;2056;2105;2166;2234;2293
354500 SALESOPOLIS;1757;1812;1875;1928;1986;2045;2090;2150;2211;2274;2340;2427;2511;2594;2668;2739;2824;2915;3007
354510 SALMOURAO;661;677;696;711;728;743;770;787;812;833;853;878;899;924;939;956;980;1004;1023
354515 SALTINHO;821;866;923;969;1022;1071;1123;1175;1231;1289;1349;1408;1470;1527;1570;1617;1667;1718;1758
354520 SALTO;9852;10239;10659;11119;11631;12189;12812;13470;14164;14895;15675;16522;17405;18290;19114;19956;20911;21900;22694
354530 SALTO DE PIRAPORA;4035;4218;4408;4606;4799;4990;5186;5392;5609;5834;6067;6319;6578;6835;7061;7285;7537;7806;8079
354540 SALTO GRANDE;1230;1254;1285;1318;1353;1397;1438;1482;1530;1575;1620;1666;1718;1759;1795;1831;1878;1937;1988
354550 SANDOVALINA;334;346;361;378;390;404;416;434;453;469;490;508;530;554;574;598;619;646;668
354560 SANTA ADELIA;1874;1914;1951;1995;2048;2101;2156;2219;2278;2331;2392;2453;2514;2566;2605;2656;2721;2794;2878
354570 SANTA ALBERTINA;1023;1036;1049;1063;1084;1111;1138;1174;1210;1240;1279;1324;1367;1412;1445;1472;1500;1542;1573
354580 SANTA BARBARA D'OESTE;17469;18166;18909;19706;20569;21503;22500;23546;24642;25778;26979;28221;29487;30712;31787;32865;34059;35292;36634
354600 SANTA BRANCA;1619;1678;1744;1813;1885;1948;2022;2096;2178;2265;2345;2442;2538;2626;2707;2791;2890;2990;3102
354610 SANTA CLARA D'OESTE;339;342;348;361;366;380;390;403;418;431;444;465;483;499;512;524;530;551;559
354620 SANTA CRUZ DA CONCEICAO;571;592;615;639;663;691;719;750;786;818;855;895;939;984;1022;1058;1093;1134;1161
354625 SANTA CRUZ DA ESPERANCA;270;280;288;298;309;319;326;338;351;367;380;397;415;434;448;460;474;486;505
354630 SANTA CRUZ DAS PALMEIRAS;2982;3080;3187;3294;3408;3525;3648;3766;3892;4025;4163;4308;4456;4593;4717;4834;4987;5150;5330
354640 SANTA CRUZ DO RIO PARDO;5829;6012;6199;6387;6566;6757;6949;7147;7357;7571;7787;8006;8219;8423;8580;8736;8949;9176;9399
354650 SANTA ERNESTINA;497;510;521;535;556;577;595;617;645;672;695;729;763;800;828;862;900;942;977
354660 SANTA FE DO SUL;4311;4465;4630;4787;4951;5116;5283;5457;5638;5825;6017;6217;6422;6619;6792;6958;7164;7390;7569
354670 SANTA GERTRUDES;1614;1665;1722;1783;1844;1919;1993;2070;2149;2233;2323;2416;2514;2610;2696;2788;2900;3021;3015
354680 SANTA ISABEL;4742;4966;5205;5452;5691;5925;6171;6424;6689;6966;7249;7552;7859;8156;8410;8675;8987;9310;9659
354690 SANTA LUCIA;726;749;772;802;825;861;887;920;952;987;1024;1060;1097;1133;1170;1208;1252;1300;1349
354700 SANTA MARIA DA SERRA;548;562;578;592;606;624;643;661;682;699;722;745;777;804;829;857;881;912;939
354710 SANTA MERCEDES;436;437;440;442;447;450;457;464;470;479;487;504;519;539;552;574;587;608;634
354720 SANTANA DA PONTE PENSA;355;361;371;378;379;391;398;411;421;434;445;457;470;482;488;503;503;528;536
354730 SANTANA DE PARNAIBA;6228;6826;7466;8138;8831;9566;10370;11272;12248;13280;14363;15466;16594;17730;18824;19943;21153;22389;23405
354740 SANTA RITA D'OESTE;506;514;528;542;551;569;589;607;624;642;661;681;702;716;730;740;756;770;791
354750 SANTA RITA DO PASSA QUATRO;4671;4764;4872;4975;5077;5167;5270;5369;5480;5588;5703;5817;5933;6035;6105;6174;6280;6391;6552
354760 SANTA ROSA DE VITERBO;3065;3168;3274;3369;3456;3544;3639;3739;3854;3963;4084;4216;4353;4485;4588;4695;4814;4947;5081
354765 SANTA SALETE;255;260;271;280;288;298;309;316;330;341;355;362;376;386;392;401;403;411;421
354770 SANTO ANASTACIO;3170;3226;3284;3339;3386;3440;3492;3542;3593;3652;3710;3772;3837;3899;3948;4006;4095;4193;4340
354780 SANTO ANDRE;84040;86583;89275;92257;95556;99146;102954;106919;111013;115245;119571;123966;128365;132544;136116;139695;144001;148552;153026
354790 SANTO ANTONIO DA ALEGRIA;869;901;943;971;1005;1040;1067;1096;1128;1164;1200;1236;1280;1325;1352;1383;1416;1452;1490
354800 SANTO ANTONIO DE POSSE;2035;2082;2134;2196;2273;2358;2452;2554;2652;2765;2879;3001;3130;3259;3373;3482;3601;3732;3851
354805 SANTO ANTONIO DO ARACANGUA;782;811;842;877;916;957;1003;1050;1103;1155;1220;1287;1361;1439;1509;1579;1660;1736;1820
354810 SANTO ANTONIO DO JARDIM;831;839;861;885;907;942;964;1004;1032;1066;1103;1141;1182;1220;1256;1283;1315;1342;1371
354820 SANTO ANTONIO DO PINHAL;750;767;789;814;830;856;883;916;954;990;1034;1079;1136;1188;1239;1294;1358;1425;1487
354830 SANTO EXPEDITO;442;454;470;483;494;507;518;536;553;570;590;611;633;656;673;695;711;731;763
354840 SANTOPOLIS DO AGUAPEI;485;495;506;514;523;529;538;551;563;576;589;604;626;649;666;678;688;711;726
354850 SANTOS;76771;78231;79794;81408;83115;84929;86872;88893;90953;93046;95164;97294;99397;101272;102630;103910;105685;107655;109941
354860 SAO BENTO DO SAPUCAI;1464;1508;1549;1588;1636;1691;1749;1815;1877;1950;2029;2114;2207;2295;2375;2451;2542;2631;2714
354870 SAO BERNARDO DO CAMPO;68369;71639;75120;78853;82849;87115;91570;96221;101063;106092;111224;116406;121640;126709;131257;135847;141103;146547;152132
354880 SAO CAETANO DO SUL;26692;27321;27972;28661;29404;30200;31058;31962;32889;33841;34820;35820;36811;37733;38460;39181;40093;41071;41971
354890 SAO CARLOS;25856;26776;27749;28764;29828;30957;32171;33451;34772;36151;37602;39111;40668;42151;43438;44711;46164;47669;49017
354900 SAO FRANCISCO;506;519;530;540;551;565;575;588;600;617;624;641;655;667;677;687;701;721;737
354910 SAO JOAO DA BOA VISTA;11303;11623;11969;12336;12726;13151;13604;14087;14574;15086;15611;16161;16713;17238;17691;18151;18714;19330;19896
354920 SAO JOAO DAS DUAS PONTES;377;381;389;396;402;411;422;428;441;452;468;476;490;508;520;532;540;572;592
354925 SAO JOAO DE IRACEMA;238;252;261;273;282;292;300;308;319;329;341;352;358;360;367;370;374;394;397
354930 SAO JOAO DO PAU D'ALHO;427;437;446;455;467;474;484;496;512;528;544;561;581;599;612;624;634;646;665
354940 SAO JOAQUIM DA BARRA;5250;5432;5615;5814;6009;6216;6428;6653;6882;7121;7372;7624;7880;8121;8326;8536;8782;9044;9317
354950 SAO JOSE DA BELA VISTA;856;872;907;928;954;972;994;1017;1040;1061;1081;1104;1125;1147;1164;1179;1205;1235;1276
354960 SAO JOSE DO BARREIRO;533;531;540;549;559;573;586;605;618;640;660;675;695;716;734;749;768;798;823
354970 SAO JOSE DO RIO PARDO;6916;7137;7365;7609;7860;8122;8398;8683;8975;9280;9591;9918;10256;10564;10814;11051;11324;11613;11927
354980 SAO JOSE DO RIO PRETO;49929;51851;53861;55925;58054;60242;62556;64975;67482;70091;72801;75624;78515;81297;83720;86130;88956;91923;94392
354990 SAO JOSE DOS CAMPOS;52454;55563;58855;62342;66000;69855;73852;78053;82451;87006;91661;96336;101061;105647;109778;113885;118432;123094;127704
354995 SAO LOURENCO DA SERRA;1216;1282;1349;1422;1497;1579;1668;1759;1856;1961;2062;2166;2278;2384;2477;2575;2688;2806;2916
355000 SAO LUIS DO PARAITINGA;1512;1540;1570;1602;1641;1684;1739;1797;1861;1924;1991;2067;2151;2231;2299;2374;2456;2544;2643
355010 SAO MANUEL;4584;4701;4812;4933;5062;5189;5312;5438;5568;5696;5836;5991;6149;6293;6407;6522;6680;6856;7042
355020 SAO MIGUEL ARCANJO;3236;3350;3472;3592;3712;3831;3959;4091;4225;4371;4521;4683;4847;5012;5157;5298;5472;5661;5868
355030 SAO PAULO;1236720;1276461;1317927;1361727;1407785;1456329;1507275;1560260;1614720;1670872;1727934;1785855;1843476;1897470;1942745;1986921;2041092;2097642;2161331
355040 SAO PEDRO;4410;4589;4779;4975;5168;5380;5600;5838;6081;6337;6611;6902;7210;7521;7790;8051;8337;8636;8864
355050 SAO PEDRO DO TURVO;902;931;957;985;1010;1031;1056;1080;1107;1136;1157;1181;1208;1237;1254;1278;1310;1355;1398
355060 SAO ROQUE;8715;9120;9531;9935;10319;10684;11052;11434;11827;12235;12658;13087;13517;13924;14256;14578;14954;15342;15784
355070 SAO SEBASTIAO;5190;5457;5746;6043;6350;6675;7022;7380;7754;8147;8560;8983;9421;9851;10244;10644;11105;11582;12068
355080 SAO SEBASTIAO DA GRAMA;1516;1543;1579;1620;1665;1707;1755;1798;1835;1883;1925;1965;2014;2048;2073;2108;2150;2204;2264
355090 SAO SIMAO;1932;1984;2038;2087;2138;2189;2248;2306;2365;2423;2491;2554;2626;2695;2754;2804;2871;2946;3035
355100 SAO VICENTE;33579;34791;36081;37408;38765;40158;41601;43069;44570;46105;47678;49258;50835;52312;53523;54742;56229;57847;59687
355110 SARAPUI;1016;1042;1079;1112;1156;1202;1256;1310;1371;1429;1491;1566;1644;1720;1792;1854;1929;2003;2070
355120 SARUTAIA;498;506;518;531;538;558;572;586;601;616;637;647;663;688;699;718;734;754;774
355130 SEBASTIANOPOLIS DO SUL;427;442;457;470;492;506;515;534;551;570;588;605;628;650;667;682;693;723;745
355140 SERRA AZUL;863;914;964;1019;1062;1102;1145;1191;1232;1282;1336;1392;1450;1511;1561;1614;1674;1743;1798
355150 SERRANA;2762;2872;2990;3119;3260;3419;3587;3759;3945;4144;4345;4558;4781;4998;5203;5416;5662;5925;6185
355160 SERRA NEGRA;4051;4193;4337;4487;4637;4796;4956;5131;5311;5504;5703;5917;6130;6340;6510;6675;6867;7065;7239
355170 SERTAOZINHO;9884;10300;10723;11180;11671;12196;12753;13331;13939;14573;15239;15931;16645;17339;17961;18597;19329;20073;20775
355180 SETE BARRAS;1519;1561;1605;1652;1703;1756;1810;1865;1926;1988;2042;2098;2154;2210;2251;2290;2343;2404;2478
355190 SEVERINIA;1393;1436;1486;1532;1579;1625;1682;1734;1789;1852;1912;1984;2054;2126;2187;2253;2329;2404;2498
355200 SILVEIRAS;722;749;777;796;821;837;860;885;906;934;962;994;1034;1070;1102;1132;1172;1203;1249
355210 SOCORRO;5612;5807;6007;6220;6435;6651;6880;7121;7371;7620;7883;8147;8417;8665;8876;9073;9316;9584;9823
355220 SOROCABA;56476;58842;61344;64044;66973;70138;73507;77062;80770;84638;88727;93023;97478;101857;105830;109858;114431;119207;123152
355230 SUD MENNUCCI;831;854;887;912;941;975;1007;1044;1078;1114;1156;1203;1243;1287;1324;1361;1409;1454;1509
355240 SUMARE;17011;17975;18996;20083;21217;22416;23667;24989;26365;27805;29305;30844;32438;33996;35419;36852;38457;40161;41720
355250 SUZANO;19450;20483;21576;22734;23970;25242;26571;27960;29412;30915;32490;34110;35772;37394;38860;40362;42061;43860;45476
355255 SUZANAPOLIS;435;451;468;481;492;499;509;521;534;552;564;582;603;622;640;654;673;701;732
355260 TABAPUA;1671;1710;1746;1786;1830;1876;1925;1968;2019;2073;2125;2182;2243;2299;2342;2387;2446;2519;2586
355270 TABATINGA;1603;1631;1670;1712;1757;1816;1876;1943;2013;2083;2166;2240;2322;2401;2465;2522;2588;2662;2733
355280 TABOAO DA SERRA;16087;17115;18203;19329;20481;21664;22898;24188;25546;26963;28427;29928;31460;32958;34340;35750;37347;39024;40692
355290 TACIBA;690;702;724;743;757;776;793;813;836;856;880;905;931;958;975;1006;1043;1084;1130
355300 TAGUAI;950;1002;1048;1092;1140;1190;1241;1294;1349;1404;1463;1527;1596;1657;1715;1774;1842;1911;1971
355310 TAIACU;813;831;854;876;890;904;915;927;942;957;974;992;1016;1037;1047;1068;1095;1124;1149
355320 TAIUVA;846;869;887;906;933;955;981;1008;1037;1063;1096;1130;1157;1185;1204;1221;1245;1272;1285
355330 TAMBAU;2849;2919;2991;3064;3144;3224;3310;3400;3486;3583;3678;3783;3889;3989;4072;4152;4258;4365;4502
355340 TANABI;3534;3629;3725;3819;3919;4024;4134;4254;4371;4493;4626;4755;4890;5010;5109;5214;5355;5497;5651
355350 TAPIRAI;904;925;949;976;1004;1026;1052;1079;1112;1144;1178;1213;1250;1283;1314;1342;1377;1401;1449
355360 TAPIRATIBA;1581;1616;1655;1700;1746;1787;1839;1890;1942;2003;2069;2140;2218;2293;2358;2420;2498;2577;2667
355365 TAQUARAL;336;353;364;370;388;397;405;416;426;438;453;465;484;500;514;525;531;547;564
355370 TAQUARITINGA;6952;7147;7344;7543;7735;7928;8125;8329;8540;8758;8984;9225;9473;9704;9891;10078;10323;10594;10914
355380 TAQUARITUBA;2465;2522;2592;2666;2749;2835;2937;3032;3133;3240;3345;3461;3576;3684;3777;3870;3980;4099;4218
355385 TAQUARIVAI;356;365;377;399;418;441;471;501;537;574;618;667;718;768;815;865;911;964;1000
355390 TARABAI;710;726;746;762;773;790;804;825;851;872;898;925;950;989;1015;1051;1092;1130;1185
355395 TARUMA;1064;1104;1151;1198;1251;1306;1366;1431;1498;1566;1648;1732;1821;1910;1994;2082;2189;2293;2399
355400 TATUI;11384;11783;12201;12638;13099;13586;14096;14627;15183;15756;16364;17007;17678;18332;18899;19482;20156;20872;21522
355410 TAUBATE;28115;29259;30464;31761;33166;34695;36301;37995;39757;41580;43463;45411;47407;49335;51057;52784;54754;56846;58844
355420 TEJUPA;502;515;539;554;570;591;607;624;643;662;680;695;709;726;731;745;755;773;793
355430 TEODORO SAMPAIO;2020;2086;2155;2224;2303;2390;2472;2566;2657;2753;2849;2953;3061;3163;3251;3351;3473;3603;3762
355440 TERRA ROXA;1006;1034;1060;1087;1115;1141;1173;1209;1242;1276;1312;1358;1401;1445;1475;1508;1549;1595;1639
355450 TIETE;4424;4570;4721;4873;5021;5162;5311;5465;5626;5794;5974;6163;6359;6549;6702;6857;7049;7250;7459
355460 TIMBURI;429;435;442;449;459;467;481;494;508;522;541;560;579;596;608;624;635;655;670
355465 TORRE DE PEDRA;357;365;374;383;392;400;409;414;419;423;432;443;450;462;469;477;477;496;510
355470 TORRINHA;1395;1429;1464;1505;1531;1568;1604;1644;1683;1724;1770;1817;1859;1902;1936;1972;2018;2064;2114
355475 TRABIJU;186;186;192;196;205;210;212;219;224;227;232;238;247;245;248;257;261;274;289
355480 TREMEMBE;3474;3637;3807;3999;4208;4441;4690;4956;5234;5529;5837;6146;6474;6800;7100;7413;7764;8127;8457
355490 TRES FRONTEIRAS;922;952;975;1003;1029;1060;1088;1116;1147;1177;1214;1246;1284;1322;1347;1379;1418;1454;1476
355495 TUIUTI;877;920;964;1008;1049;1091;1132;1181;1225;1279;1334;1393;1449;1498;1548;1590;1638;1683;1738
355500 TUPA;10361;10582;10813;11039;11260;11478;11712;11953;12198;12451;12716;12996;13282;13537;13730;13928;14200;14498;14846
355510 TUPI PAULISTA;2453;2509;2572;2628;2694;2760;2832;2911;2986;3075;3156;3245;3344;3429;3507;3573;3658;3740;3825
355520 TURIUBA;356;367;379;390;401;407;418;427;434;444;453;461;470;481;486;493;496;518;527
355530 TURMALINA;402;410;418;429;433;442;447;460;464;473;479;489;501;511;523;536;542;566;589
355535 UBARANA;443;462;486;507;532;558;581;609;633;663;692;716;738;757;773;793;823;853;897
355540 UBATUBA;6283;6672;7087;7503;7920;8325;8744;9183;9646;10131;10640;11176;11737;12286;12793;13317;13914;14555;15119
355550 UBIRAJARA;575;586;602;618;636;650;668;685;699;717;736;754;775;797;808;829;850;880;899
355560 UCHOA;1474;1503;1534;1561;1598;1639;1684;1740;1793;1849;1904;1963;2030;2088;2134;2190;2251;2320;2394
355570 UNIAO PAULISTA;213;215;220;226;231;236;236;241;240;243;247;248;249;254;254;256;258;270;280
355580 URANIA;1434;1466;1498;1540;1573;1610;1654;1693;1741;1786;1831;1878;1929;1974;2012;2049;2092;2136;2194
355590 URU;201;197;202;207;212;216;223;233;248;256;275;286;300;316;325;338;344;361;364
355600 URUPES;2032;2081;2134;2184;2240;2299;2363;2432;2498;2568;2644;2716;2793;2860;2912;2976;3053;3135;3217
355610 VALENTIM GENTIL;1179;1239;1290;1348;1409;1469;1529;1608;1680;1755;1840;1921;2019;2112;2193;2267;2351;2446;2506
355620 VALINHOS;11067;11618;12198;12799;13419;14065;14753;15485;16248;17051;17899;18786;19705;20613;21447;22315;23326;24385;25436
355630 VALPARAISO;2205;2264;2325;2391;2458;2525;2594;2662;2743;2819;2909;3009;3113;3218;3308;3404;3532;3666;3806
355635 VARGEM;1129;1175;1233;1282;1320;1361;1398;1438;1478;1521;1564;1614;1661;1715;1754;1793;1843;1893;1932
355640 VARGEM GRANDE DO SUL;4661;4785;4911;5057;5215;5385;5560;5739;5928;6114;6317;6526;6746;6952;7128;7309;7527;7762;8006
355645 VARGEM GRANDE PAULISTA;3033;3253;3497;3741;3981;4225;4489;4766;5052;5358;5680;6015;6359;6702;7023;7346;7704;8063;8402
355650 VARZEA PAULISTA;7061;7456;7885;8340;8829;9363;9918;10511;11122;11769;12439;13116;13811;14490;15106;15712;16382;17078;17742
355660 VERA CRUZ;1686;1713;1745;1775;1808;1847;1890;1929;1973;2013;2057;2099;2147;2190;2219;2257;2303;2362;2419
355670 VINHEDO;6128;6467;6831;7200;7580;7975;8399;8857;9336;9834;10357;10899;11462;12020;12532;13038;13606;14190;14605
355680 VIRADOURO;2036;2098;2162;2221;2284;2338;2396;2454;2516;2577;2641;2711;2785;2850;2904;2957;3030;3110;3197
355690 VISTA ALEGRE DO ALTO;671;693;719;747;768;795;819;848;875;902;939;967;1001;1032;1052;1083;1119;1157;1196
355695 VITORIA BRASIL;244;252;261;267;272;276;286;291;302;302;312;319;326;327;333;339;342;358;370
355700 VOTORANTIM;9112;9520;9957;10428;10939;11485;12067;12673;13309;13968;14667;15388;16138;16874;17538;18218;18979;19756;20458
355710 VOTUPORANGA;11149;11568;11992;12432;12873;13327;13797;14289;14801;15336;15876;16447;17022;17566;18036;18496;19049;19622;20124
355715 ZACARIAS;320;333;345;357;368;380;394;408;425;444;464;481;504;525;544;565;578;609;624
355720 CHAVANTES;1489;1531;1574;1620;1669;1720;1768;1821;1873;1928;1989;2043;2101;2152;2194;2240;2297;2359;2432
355730 ESTIVA GERBI;895;926;962;1004;1052;1107;1158;1215;1274;1339;1406;1477;1549;1623;1685;1756;1830;1911;1988
